"b","30.83"," 0.000","u","g","w","v"," 1.250","t","t"," 1","f","g","00202","     0","+"
"a","58.67"," 4.460","u","g","q","h"," 3.040","t","t"," 6","f","g","00043","   560","+"
"a","24.50"," 0.500","u","g","q","h"," 1.500","t","f"," 0","f","g","00280","   824","+"
"b","27.83"," 1.540","u","g","w","v"," 3.750","t","t"," 5","t","g","00100","     3","+"
"b","20.17"," 5.625","u","g","w","v"," 1.710","t","f"," 0","f","s","00120","     0","+"
"b","32.08"," 4.000","u","g","m","v"," 2.500","t","f"," 0","t","g","00360","     0","+"
"b","33.17"," 1.040","u","g","r","h"," 6.500","t","f"," 0","t","g","00164"," 31285","+"
"b","54.42"," 0.500","y","p","k","h"," 3.960","t","f"," 0","f","g","00180","   314","+"
"b","42.50"," 4.915","y","p","w","v"," 3.165","t","f"," 0","t","g","00052","  1442","+"
"b","22.08"," 0.830","u","g","c","h"," 2.165","f","f"," 0","t","g","00128","     0","+"
"b","29.92"," 1.835","u","g","c","h"," 4.335","t","f"," 0","f","g","00260","   200","+"
"b","48.08"," 6.040","u","g","k","v"," 0.040","f","f"," 0","f","g","00000","  2690","+"
"b","36.67"," 4.415","y","p","k","v"," 0.250","t","t","10","t","g","00320","     0","+"
"b","28.25"," 0.875","u","g","m","v"," 0.960","t","t"," 3","t","g","00396","     0","+"
"a","23.25"," 5.875","u","g","q","v"," 3.170","t","t","10","f","g","00120","   245","+"
"b","21.83"," 0.250","u","g","d","h"," 0.665","t","f"," 0","t","g","00000","     0","+"
"a","19.17"," 8.585","u","g","cc","h"," 0.750","t","t"," 7","f","g","00096","     0","+"
"b","25.00","11.250","u","g","c","v"," 2.500","t","t","17","f","g","00200","  1208","+"
"b","23.25"," 1.000","u","g","c","v"," 0.835","t","f"," 0","f","s","00300","     0","+"
"a","47.75"," 8.000","u","g","c","v"," 7.875","t","t"," 6","t","g","00000","  1260","+"
"a","27.42","14.500","u","g","x","h"," 3.085","t","t"," 1","f","g","00120","    11","+"
"a","41.17"," 6.500","u","g","q","v"," 0.500","t","t"," 3","t","g","00145","     0","+"
"a","15.83"," 0.585","u","g","c","h"," 1.500","t","t"," 2","f","g","00100","     0","+"
"a","47.00","13.000","u","g","i","bb"," 5.165","t","t"," 9","t","g","00000","     0","+"
"b","56.58","18.500","u","g","d","bb","15.000","t","t","17","t","g","00000","     0","+"
"b","42.08"," 1.040","u","g","w","v"," 5.000","t","t"," 6","t","g","00500"," 10000","+"
"b","29.25","14.790","u","g","aa","v"," 5.040","t","t"," 5","t","g","00168","     0","+"
"b","42.00"," 9.790","u","g","x","h"," 7.960","t","t"," 8","f","g","00000","     0","+"
"b","49.50"," 7.585","u","g","i","bb"," 7.585","t","t","15","t","g","00000","  5000","+"
"a","36.75"," 5.125","u","g","e","v"," 5.000","t","f"," 0","t","g","00000","  4000","+"
"b","27.25"," 1.585","u","g","cc","h"," 1.835","t","t","12","t","g","00583","   713","+"
"a","23.00","11.750","u","g","x","h"," 0.500","t","t"," 2","t","g","00300","   551","+"
"b","27.75"," 0.585","y","p","cc","v"," 0.250","t","t"," 2","f","g","00260","   500","+"
"b","28.92","15.000","u","g","c","h"," 5.335","t","t","11","f","g","00000","  2283","+"
"b","29.67"," 1.415","u","g","w","h"," 0.750","t","t"," 1","f","g","00240","   100","+"
"b","56.42","28.000","y","p","c","v","28.500","t","t","40","f","g","00000","    15","+"
"b","41.50"," 1.540","u","g","i","bb"," 3.500","f","f"," 0","f","g","00216","     0","+"
"a","25.75"," 0.500","u","g","c","h"," 0.875","t","f"," 0","t","g","00491","     0","+"
"b","26.00"," 1.000","u","g","q","v"," 1.750","t","f"," 0","t","g","00280","     0","+"
"b","37.42"," 2.040","u","g","w","v"," 0.040","t","f"," 0","t","g","00400","  5800","+"
"b","34.92"," 2.500","u","g","w","v"," 0.000","t","f"," 0","t","g","00239","   200","+"
"b","23.33","11.625","y","p","w","v"," 0.835","t","f"," 0","t","g","00160","   300","+"
"b","23.17"," 0.000","u","g","cc","v"," 0.085","t","f"," 0","f","g","00000","     0","+"
"b","44.33"," 0.500","u","g","i","h"," 5.000","t","f"," 0","t","g","00320","     0","+"
"b","35.17"," 4.500","u","g","x","h"," 5.750","f","f"," 0","t","s","00711","     0","+"
"b","43.25"," 3.000","u","g","q","h"," 6.000","t","t","11","f","g","00080","     0","+"
"b","56.75","12.250","u","g","m","v"," 1.250","t","t"," 4","t","g","00200","     0","+"
"b","31.67","16.165","u","g","d","v"," 3.000","t","t"," 9","f","g","00250","   730","+"
"b","26.67"," 4.250","u","g","cc","v"," 4.290","t","t"," 1","t","g","00120","     0","+"
"b","34.17"," 1.540","u","g","cc","v"," 1.540","t","t"," 1","t","g","00520"," 50000","+"
"a","36.00"," 1.000","u","g","c","v"," 2.000","t","t","11","f","g","00000","   456","+"
"b","19.42"," 6.500","u","g","w","h"," 1.460","t","t"," 7","f","g","00080","  2954","+"
"b","35.17","25.125","u","g","x","h"," 1.625","t","t"," 1","t","g","00515","   500","+"
"b","32.33"," 7.500","u","g","e","bb"," 1.585","t","f"," 0","t","s","00420","     0","-"
"b","34.83"," 4.000","u","g","d","bb","12.500","t","f"," 0","t","g","?","     0","-"
"a","38.58"," 5.000","u","g","cc","v","13.500","t","f"," 0","t","g","00980","     0","-"
"b","44.25"," 0.500","u","g","m","v","10.750","t","f"," 0","f","s","00400","     0","-"
"b","20.67"," 5.290","u","g","q","v"," 0.375","t","t"," 1","f","g","00160","     0","-"
"b","34.08"," 6.500","u","g","aa","v"," 0.125","t","f"," 0","t","g","00443","     0","-"
"a","19.17"," 0.585","y","p","aa","v"," 0.585","t","f"," 0","t","g","00160","     0","-"
"b","21.67"," 1.165","y","p","k","v"," 2.500","t","t"," 1","f","g","00180","    20","-"
"b","49.58","19.000","u","g","ff","ff"," 0.000","t","t"," 1","f","g","00094","     0","-"
"a","27.67"," 1.500","u","g","m","v"," 2.000","t","f"," 0","f","s","00368","     0","-"
"b","39.83"," 0.500","u","g","m","v"," 0.250","t","f"," 0","f","s","00288","     0","-"
"a","?"," 3.500","u","g","d","v"," 3.000","t","f"," 0","t","g","00300","     0","-"
"b","37.17"," 4.000","u","g","c","bb"," 5.000","t","f"," 0","t","s","00280","     0","-"
"b","?"," 0.375","u","g","d","v"," 0.875","t","f"," 0","t","s","00928","     0","-"
"b","25.67"," 2.210","y","p","aa","v"," 4.000","t","f"," 0","f","g","00188","     0","-"
"a","49.00"," 1.500","u","g","j","j"," 0.000","t","f"," 0","t","g","00100","    27","-"
"b","31.42","15.500","u","g","c","v"," 0.500","t","f"," 0","f","g","00120","     0","-"
"b","?"," 5.000","y","p","aa","v"," 8.500","t","f"," 0","f","g","00000","     0","-"
"b","52.33"," 1.375","y","p","c","h"," 9.460","t","f"," 0","t","g","00200","   100","-"
"b","23.00"," 0.625","y","p","aa","v"," 0.125","t","f"," 0","f","g","00180","     1","-"
"b","?"," 0.500","u","g","c","bb"," 0.835","t","f"," 0","t","s","00320","     0","-"
"a","22.50","11.000","y","p","q","v"," 3.000","t","f"," 0","t","g","00268","     0","-"
"b","37.50"," 1.750","y","p","c","bb"," 0.250","t","f"," 0","t","g","00164","   400","-"
"b","35.25","16.500","y","p","c","v"," 4.000","t","f"," 0","f","g","00080","     0","-"
"b","18.67"," 5.000","u","g","q","v"," 0.375","t","t"," 2","f","g","00000","    38","-"
"b","25.00","12.000","u","g","k","v"," 2.250","t","t"," 2","t","g","00120","     5","-"
"b","27.83"," 4.000","y","p","i","h"," 5.750","t","t"," 2","t","g","00075","     0","-"
"b","54.83","15.500","u","g","e","z"," 0.000","t","t","20","f","g","00152","   130","-"
"b","28.75"," 1.165","u","g","k","v"," 0.500","t","f"," 0","f","s","00280","     0","-"
"a","25.00","11.000","y","p","aa","v"," 4.500","t","f"," 0","f","g","00120","     0","-"
"b","40.92"," 2.250","y","p","x","h","10.000","t","f"," 0","t","g","00176","     0","-"
"a","19.75"," 0.750","u","g","c","v"," 0.795","t","t"," 5","t","g","00140","     5","-"
"b","29.17"," 3.500","u","g","w","v"," 3.500","t","t"," 3","t","g","00329","     0","-"
"a","24.50"," 1.040","y","p","ff","ff"," 0.500","t","t"," 3","f","g","00180","   147","-"
"a","33.75"," 0.750","u","g","k","bb"," 1.000","t","t"," 3","t","g","00212","     0","-"
"b","20.67"," 1.250","y","p","c","h"," 1.375","t","t"," 3","t","g","00140","   210","-"
"a","25.42"," 1.125","u","g","q","v"," 1.290","t","t"," 2","f","g","00200","     0","-"
"b","37.75"," 7.000","u","g","q","h","11.500","t","t"," 7","t","g","00300","     5","-"
"b","52.50"," 6.500","u","g","k","v"," 6.290","t","t","15","f","g","00000"," 11202","+"
"b","57.83"," 7.040","u","g","m","v","14.000","t","t"," 6","t","g","00360","  1332","+"
"a","20.75","10.335","u","g","cc","h"," 0.335","t","t"," 1","t","g","00080","    50","+"
"a","24.75","12.500","u","g","aa","v"," 1.500","t","t","12","t","g","00120","   567","+"
"a","44.17"," 6.665","u","g","q","v"," 7.375","t","t"," 3","t","g","00000","     0","+"
"a","23.50"," 9.000","u","g","q","v"," 8.500","t","t"," 5","t","g","00120","     0","+"
"b","34.92"," 5.000","u","g","x","h"," 7.500","t","t"," 6","t","g","00000","  1000","+"
"b","34.42"," 4.250","u","g","i","bb"," 3.250","t","t"," 2","f","g","00274","   610","+"
"a","28.42"," 3.500","u","g","w","v"," 0.835","t","f"," 0","f","s","00280","     0","+"
"b","20.42"," 1.835","u","g","c","v"," 2.250","t","t"," 1","f","g","00100","   150","+"
"a","47.42"," 8.000","u","g","e","bb"," 6.500","t","t"," 6","f","g","00375"," 51100","+"
"b","36.25"," 5.000","u","g","c","bb"," 2.500","t","t"," 6","f","g","00000","   367","+"
"b","32.67"," 5.500","u","g","q","h"," 5.500","t","t","12","t","g","00408","  1000","+"
"b","48.58"," 6.500","u","g","q","h"," 6.000","t","f"," 0","t","g","00350","     0","+"
"b","39.92"," 0.540","y","p","aa","v"," 0.500","t","t"," 3","f","g","00200","  1000","+"
"b","33.58"," 2.750","u","g","m","v"," 4.250","t","t"," 6","f","g","00204","     0","+"
"a","18.83"," 9.500","u","g","w","v"," 1.625","t","t"," 6","t","g","00040","   600","+"
"a","26.92","13.500","u","g","q","h"," 5.000","t","t"," 2","f","g","00000","  5000","+"
"a","31.25"," 3.750","u","g","cc","h"," 0.625","t","t"," 9","t","g","00181","     0","+"
"b","43.00"," 0.290","y","p","cc","h"," 1.750","t","t"," 8","f","g","00100","   375","+"
"b","22.33","11.000","u","g","w","v"," 2.000","t","t"," 1","f","g","00080","   278","+"
"b","27.25"," 1.665","u","g","cc","h"," 5.085","t","t"," 9","f","g","00399","   827","+"
"b","32.83"," 2.500","u","g","cc","h"," 2.750","t","t"," 6","f","g","00160","  2072","+"
"b","23.25"," 1.500","u","g","q","v"," 2.375","t","t"," 3","t","g","00000","   582","+"
"a","40.33"," 7.540","y","p","q","h"," 8.000","t","t","14","f","g","00000","  2300","+"
"a","30.50"," 6.500","u","g","c","bb"," 4.000","t","t"," 7","t","g","00000","  3065","+"
"a","52.83","15.000","u","g","c","v"," 5.500","t","t","14","f","g","00000","  2200","+"
"a","58.33","10.000","u","g","q","v"," 4.000","t","t","14","f","g","00000","  1602","+"
"b","37.33"," 6.500","u","g","m","h"," 4.250","t","t","12","t","g","00093","     0","+"
"b","23.08"," 2.500","u","g","c","v"," 1.085","t","t","11","t","g","00060","  2184","+"
"a","28.50"," 3.040","y","p","x","h"," 2.540","t","t"," 1","f","g","00070","     0","+"
"b","28.00"," 2.000","u","g","k","h"," 4.165","t","t"," 2","t","g","00181","     0","+"
"b","34.08"," 0.080","y","p","m","bb"," 0.040","t","t"," 1","t","g","00280","  2000","+"
"b","27.67"," 2.000","u","g","x","h"," 1.000","t","t"," 4","f","g","00140","  7544","+"
"b","44.00"," 2.000","u","g","m","v"," 1.750","t","t"," 2","t","g","00000","    15","+"
"b","25.08"," 1.710","u","g","x","v"," 1.665","t","t"," 1","t","g","00395","    20","+"
