"a","58.67"," 4.460","u","g","q","h"," 3.040","t","t"," 6","f","g","00043","   560","+"
"a","24.50"," 0.500","u","g","q","h"," 1.500","t","f"," 0","f","g","00280","   824","+"
"b","27.83"," 1.540","u","g","w","v"," 3.750","t","t"," 5","t","g","00100","     3","+"
"b","32.08"," 4.000","u","g","m","v"," 2.500","t","f"," 0","t","g","00360","     0","+"
"b","33.17"," 1.040","u","g","r","h"," 6.500","t","f"," 0","t","g","00164"," 31285","+"
"a","22.92","11.585","u","g","cc","v"," 0.040","t","f"," 0","f","g","00080","  1349","+"
"b","54.42"," 0.500","y","p","k","h"," 3.960","t","f"," 0","f","g","00180","   314","+"
"b","42.50"," 4.915","y","p","w","v"," 3.165","t","f"," 0","t","g","00052","  1442","+"
"b","22.08"," 0.830","u","g","c","h"," 2.165","f","f"," 0","t","g","00128","     0","+"
"b","29.92"," 1.835","u","g","c","h"," 4.335","t","f"," 0","f","g","00260","   200","+"
"b","48.08"," 6.040","u","g","k","v"," 0.040","f","f"," 0","f","g","00000","  2690","+"
"b","36.67"," 4.415","y","p","k","v"," 0.250","t","t","10","t","g","00320","     0","+"
"b","28.25"," 0.875","u","g","m","v"," 0.960","t","t"," 3","t","g","00396","     0","+"
"a","19.17"," 8.585","u","g","cc","h"," 0.750","t","t"," 7","f","g","00096","     0","+"
"b","25.00","11.250","u","g","c","v"," 2.500","t","t","17","f","g","00200","  1208","+"
"b","23.25"," 1.000","u","g","c","v"," 0.835","t","f"," 0","f","s","00300","     0","+"
"a","47.75"," 8.000","u","g","c","v"," 7.875","t","t"," 6","t","g","00000","  1260","+"
"a","41.17"," 6.500","u","g","q","v"," 0.500","t","t"," 3","t","g","00145","     0","+"
"a","15.83"," 0.585","u","g","c","h"," 1.500","t","t"," 2","f","g","00100","     0","+"
"a","47.00","13.000","u","g","i","bb"," 5.165","t","t"," 9","t","g","00000","     0","+"
"b","56.58","18.500","u","g","d","bb","15.000","t","t","17","t","g","00000","     0","+"
"b","57.42"," 8.500","u","g","e","h"," 7.000","t","t"," 3","f","g","00000","     0","+"
"b","42.08"," 1.040","u","g","w","v"," 5.000","t","t"," 6","t","g","00500"," 10000","+"
"b","42.00"," 9.790","u","g","x","h"," 7.960","t","t"," 8","f","g","00000","     0","+"
"b","49.50"," 7.585","u","g","i","bb"," 7.585","t","t","15","t","g","00000","  5000","+"
"a","36.75"," 5.125","u","g","e","v"," 5.000","t","f"," 0","t","g","00000","  4000","+"
"b","27.83"," 1.500","u","g","w","v"," 2.000","t","t","11","t","g","00434","    35","+"
"b","27.25"," 1.585","u","g","cc","h"," 1.835","t","t","12","t","g","00583","   713","+"
"a","23.00","11.750","u","g","x","h"," 0.500","t","t"," 2","t","g","00300","   551","+"
"b","27.75"," 0.585","y","p","cc","v"," 0.250","t","t"," 2","f","g","00260","   500","+"
"b","54.58"," 9.415","u","g","ff","ff","14.415","t","t","11","t","g","00030","   300","+"
"b","34.17"," 9.170","u","g","c","v"," 4.500","t","t","12","t","g","00000","   221","+"
"b","28.92","15.000","u","g","c","h"," 5.335","t","t","11","f","g","00000","  2283","+"
"b","29.67"," 1.415","u","g","w","h"," 0.750","t","t"," 1","f","g","00240","   100","+"
"b","39.58","13.915","u","g","w","v"," 8.625","t","t"," 6","t","g","00070","     0","+"
"b","56.42","28.000","y","p","c","v","28.500","t","t","40","f","g","00000","    15","+"
"b","54.33"," 6.750","u","g","c","h"," 2.625","t","t","11","t","g","00000","   284","+"
"a","41.00"," 2.040","y","p","q","h"," 0.125","t","t","23","t","g","00455","  1236","+"
"b","31.92"," 4.460","u","g","cc","h"," 6.040","t","t"," 3","f","g","00311","   300","+"
"b","41.50"," 1.540","u","g","i","bb"," 3.500","f","f"," 0","f","g","00216","     0","+"
