"V1","V2","V3","V4","V5"
"1",4.95807758780658,-3.26552480642999,12.2825957502202,-9.20557180727247,1
"2",1.20364408347539,-3.94187798422722,12.4758708138886,-9.91994346602147,1
"3",3.11136891648598,-4.92209404183428,7.82492127189386,-8.66293986652683,1
"4",3.53184582531799,-2.79034643369649,7.60861567454961,-10.3458375732821,1
"5",3.33205019667828,-4.6619423394709,10.6024137110545,-10.5805023863625,1
"6",3.12040658667818,-4.78848939951721,11.9374283230953,-8.85254659363612,1
"7",1.7365372585849,-3.22484548935112,7.20606713952588,-9.08342426487307,1
"8",3.5987950452633,-3.20691330234193,9.66729773103049,-7.6797123453724,1
"9",2.24232112912697,-3.17129659028619,10.7088946721853,-8.28027491369962,1
"10",3.31281663353167,-5.79966688595557,6.360005361882,-9.08881444996504,1
"11",3.06023675952862,-4.85802343295699,10.8078393313194,-8.86015842633599,1
"12",1.37744872731204,-4.91550855595451,10.8586963271055,-7.8108473048343,1
"13",1.92406635026995,-3.86214444599857,10.283810627735,-8.47315113222102,1
"14",4.55766204055361,-3.5203602158162,8.10097941658974,-8.32079503575449,1
"15",2.31519793952195,-2.6873741159707,8.86844193701401,-8.13959528286756,1
"16",3.53812094938295,-3.91074291843603,9.99497218626412,-8.53883630208577,1
"17",2.90873590268188,-4.37647657748399,9.38595382662878,-9.01791095157329,1
"18",1.78269392091905,-6.56700361547272,9.97213738378344,-8.80080706588477,1
"19",3.59898297176896,-2.25429257421549,11.0390107885248,-8.57998584977185,1
"20",5.62153108464146,-4.2295520984943,10.1657467887301,-10.0609550260345,1
"21",3.31670123030333,-2.16542866028183,10.2169773132727,-9.24243490590114,1
"23",2.02912053959959,-5.1987276603284,9.5635875280817,-8.52924969351144,1
"24",3.23536182637489,-3.47024153305438,8.82173862283783,-8.42679764841349,1
"25",2.98744904852029,-3.18872062789395,8.16990311305663,-8.87580792892673,1
"26",3.31721582991984,-3.76545521740652,11.8588927355564,-8.70019512099712,1
"27",4.3047779241565,-2.82699988842381,8.75525302393406,-9.89996696575412,1
"28",4.21535168980415,-3.41164358294899,9.09346732581066,-9.32739242653394,1
"29",3.58470424200138,-2.58322613122394,9.38271507175849,-9.13750740801404,1
"30",2.65372419861226,-3.31254914037987,8.93166842030726,-9.40090136061179,1
"31",2.30564330139589,-2.72169819537709,9.13927178295454,-8.57324253960283,1
"32",0.659825750154485,-6.35702583420875,8.32651463286544,-8.6797351215183,1
"33",2.88281542826201,-3.63078483074976,9.53184088180834,-8.13200926235865,1
"34",2.92553581684344,-2.54721837153429,8.82637998574355,-9.16713283884919,1
"35",4.11162656091744,-2.80119805921473,9.63367331315845,-8.31854002495396,1
"36",0.543684975999362,-2.49565487590917,9.62656801371655,-10.109577366973,1
"37",2.5690009387385,-3.95744464833729,9.49940189484489,-9.16168440875331,1
"38",3.2183546833993,-4.48790578775318,8.77611872006539,-8.2126919632329,1
"39",1.92389438860564,-3.52257470500302,7.85235165505148,-9.8656322408064,1
"40",1.87508975027634,-4.23186892965672,9.16612485223438,-8.40058700417489,1
"41",2.88724791855486,-5.51658815496612,8.75212737706308,-8.69311269325952,1
"42",3.77823674153191,-4.55359165498857,7.98152475470037,-9.3797019960891,1
"43",2.21445709597975,-2.66202204304972,8.08883419070246,-9.32675911239647,1
"44",2.12579898718872,-3.22000835030143,6.84879804903655,-9.43337315387003,1
"45",2.88809822680534,-3.89945948447951,8.26346308407377,-9.21513859496566,1
"46",2.92609093260203,-5.09080536775605,9.2513214929901,-7.37022292912274,1
"47",2.19504533878031,-4.14475772624687,10.1907296658107,-8.68699488583757,1
"48",1.19480261640408,-3.96459587794624,10.2213334517188,-7.91024202967005,1
"49",2.79194138044848,-4.99992966320565,8.0999226594867,-9.26544252325759,1
"51",2.60068429516055,-2.9102380451828,7.95326853441447,-10.5198280749257,1
"52",3.19711851649981,-4.57689350946928,9.79729829147302,-8.56108841985891,1
"53",1.89509720526545,-5.66074097655668,9.20387753398186,-8.49380130939102,1
"54",2.78889149458411,-4.52549231930696,7.28500333986376,-7.25211932864335,1
"55",2.00099102113304,-3.43535428568512,9.93897572188446,-9.82524636181207,1
"56",3.46708648394763,-3.7098413171181,10.1152255729167,-9.39703651222317,1
"57",3.59868422351997,-3.28451099454274,8.91449119758918,-8.35610519115873,1
"58",1.34593131904874,-4.8480110432203,8.56912843019154,-8.24061621060587,1
"59",3.44367266022524,-3.79480479369223,10.1934271348902,-11.4958849075912,1
"60",3.31451854977877,-2.92594287063994,9.42160905755144,-10.9857464103515,1
"61",4.19044211377677,-5.1745125405793,9.16384127991535,-8.9878707043838,1
"62",3.06002820765571,-3.61956261914613,7.05947517177573,-8.51749089987425,1
"63",2.34136090744264,-4.06240329789154,8.31901909537431,-8.06739291742853,1
"64",3.36068196932716,-2.52068455754786,8.69569998817141,-9.22075391965489,1
"65",4.08931833283481,-3.61087958816886,7.75386353479764,-8.44175307115337,1
"66",1.68309938582668,-4.14592545399936,7.76601625148139,-10.0445473279543,1
"67",0.89547126864888,-3.96405101450795,8.16320287633468,-9.71792315674152,1
"68",2.73046469894643,-3.7129263102978,10.1189662224053,-9.21731097990876,1
"69",3.9090083688037,-4.16913612678086,8.69068735686832,-9.33816250921337,1
"71",3.43307267008081,-3.91502543232239,9.59807230717624,-9.37650659607141,1
"72",1.94545352509237,-4.28366284116224,9.54893911405954,-9.38768952899881,1
"73",2.60483002856251,-4.24657377567836,8.77984028152024,-9.83379345941632,1
"74",3.59812165262382,-4.78541170719763,9.81228692138579,-10.8298663602309,1
"75",2.27884144530178,-3.77180401652088,8.07177719620601,-9.82647175204147,1
"76",4.11697267027119,-5.92227658036066,8.79710311614986,-9.46566931227692,1
"77",4.16135454745365,-3.53760992680322,7.70011846775438,-9.41015621127509,1
"78",2.63786459566849,-3.85736828039285,8.48385251807811,-8.06352463000168,1
"79",3.68289345446314,-4.62864149380904,9.80367164400257,-9.14420840224321,1
"80",2.78572375082651,-3.65935419672122,9.45371043687837,-9.47862041606789,1
"81",3.79377192364138,-4.46791663309594,9.94655385656886,-9.26418824075421,1
"82",3.07968689478383,-5.85914653011046,7.39768670856224,-8.78175911425399,1
"83",2.12347912640552,-3.6980724380024,9.794776189019,-8.76471516344674,1
"84",2.80102667268794,-4.38189981582734,8.4817901701668,-10.7477263604537,1
"85",1.32476319683027,-4.13256306012892,9.87088561780173,-10.6108006664131,1
"86",2.77983463147245,-3.63259377879042,9.73333498279034,-10.1001346256513,1
"87",3.50433834627631,-5.01887261371445,9.83973854462655,-9.28030372376794,1
"88",2.08656518629422,-3.45237543627834,8.32352969064761,-9.22239181755828,1
"89",2.48779964863389,-4.87223121203935,10.1822772624587,-9.44596003112722,1
"90",4.31179280969423,-4.22212230166851,9.44881645691194,-8.53151645041805,1
"91",2.61673353130875,-6.23389770065054,9.33532328469554,-8.02088098610636,1
"92",2.18073566700797,-2.62241160558642,8.4041849626923,-8.41666612512565,1
"93",3.31850586442817,-4.77879773606407,11.286388845565,-8.54065625644651,1
"94",2.89454779218274,-4.08810949064066,8.33560435532793,-8.49657824803131,1
"95",4.34233325900411,-1.47610123055525,9.10011745797658,-10.6929346430382,1
"96",0.670601291227599,-3.05930714197169,9.25859626848177,-8.18372257996742,1
"97",2.75180804919275,-4.60365178113863,8.8649486242214,-6.37405549311334,1
"98",0.8630560400522,-5.4338651566596,7.35960898105911,-9.94547287117191,1
"99",4.60004028307955,-5.09550717762083,8.96094402256488,-8.34740559345773,1
"102",3.32649096317185,-6.77490802831468,9.70217763322976,-9.46135081792974,1
"103",2.33460080988552,-3.73869596443678,10.364101864944,-11.209379339359,1
"105",2.83602541279544,-3.41388765118005,8.46794805906013,-8.82335131815411,1
"106",3.67251290282197,-3.64804838413212,10.3711644814185,-8.95909724187326,1
"107",4.26592416618474,-3.89788243085872,8.79822484043892,-9.61016865695932,1
"108",3.28882624799201,-2.51842243923117,8.47962291769086,-8.47036289517479,1
"109",2.86019967406787,-3.3328522149228,11.2503773620407,-8.391734817596,1
"110",3.74819649327346,-2.91840548587314,7.78754270535888,-8.63242662693743,1
"111",2.18050397704561,-4.75127920803753,9.8267251774114,-10.6210828864921,1
"112",2.62765650734351,-3.94707314518886,10.4825603057997,-9.40571753242637,1
"113",2.62632266161437,-4.78047731005995,8.23159930831548,-10.7296074887225,1
"114",3.0840528774882,-2.08654293570323,8.70809960597949,-9.97345434238753,1
"115",2.01116791044594,-3.18039555954198,10.8247486007475,-8.75965212946171,1
"116",2.54654358298591,-4.85601322736245,10.7203497848334,-9.30488524429666,1
"117",2.56023935543034,-3.40432259117997,10.6327621730651,-10.4789127331872,1
"118",2.67057723822803,-4.32856989490746,9.51211868498506,-8.89017503711395,1
"119",2.96497818543682,-2.6829019660703,9.19482899157949,-10.5224985092246,1
"120",4.57094595058338,-4.28612164458873,9.61146974455506,-8.4949685493974,1
"121",3.12934240035107,-4.12867345859194,11.156043244282,-9.30916792151401,1
"122",2.62517581638296,-4.0541640502816,8.9873486720262,-9.44506351306493,1
"123",2.22462094939149,-4.60339747731329,7.80787609094803,-7.62086630134914,1
"124",2.77685664473211,-2.42325183359192,11.0170640040252,-10.7426565048544,1
"125",4.85066397339224,-5.69912427512012,8.63451928868954,-7.86182011446665,1
"126",2.92302919403519,-2.86473596087807,8.38393582397607,-10.1346918220878,1
"127",5.05528802648739,-4.48319973862218,9.61259890557778,-10.1259596205523,1
"128",2.98452235134059,-4.29063653188384,8.2628985484567,-8.83618078671375,1
"129",3.20680763685641,-4.16204455798917,9.25724671579041,-7.93647811366691,1
"130",3.02850474973606,-3.92993809260645,9.42837812294659,-7.48185791190144,1
"131",2.24205243318688,-2.94332537428955,8.12479654348149,-8.79644187115594,1
"132",3.85385882572981,-3.22986917936283,9.00862932461335,-7.04804917390946,1
"133",3.63672562603583,-4.38968047682375,7.89991131157393,-8.95116711682458,1
"134",1.72374823153778,-3.33199004591922,9.89500337407375,-10.0010824983168,1
"135",3.78808396640638,-3.94315651247036,11.3581183203449,-8.96493693450969,1
"136",2.68489644530252,-4.47499514099294,9.32649269079049,-9.64021040498786,1
"137",1.82495504231937,-3.24359902956826,7.88435712861083,-9.00633448897603,1
"138",4.36247964113492,-5.32901016501566,9.59586007202489,-9.61037346025848,1
"139",2.78926187348322,-3.01593444424993,8.99465981295599,-7.73016709771703,1
"140",3.75310406676953,-2.74187252423412,10.103278311088,-9.69943346974893,1
"141",2.18323749176013,-4.44386911138458,9.48425637142776,-8.73174568527598,1
"142",1.01769561856278,-3.25540277530884,9.98122822187682,-7.5373952538703,1
"143",1.6361578598882,-3.32261223762735,10.5732849832544,-10.0365139404206,1
"144",2.63739389843196,-4.16386973150846,7.77227005606386,-8.27330150669503,1
"145",3.12605975547494,-5.19659554123419,6.94763680970859,-7.73411351142566,1
"146",2.58496448546454,-5.45600922250082,9.65136988260368,-9.05703109126889,1
"147",2.84973794468463,-3.1128394721576,9.21947596792,-10.1596360216767,1
"148",3.75325417500529,-5.4485008061029,9.36767641956395,-9.49426904177793,1
"149",1.8465226142964,-3.71281262081155,9.30625822429665,-7.75218271880847,1
"150",5.07792279096402,-4.51886712811271,7.58121858587723,-9.8870109162288,1
"151",4.26603524372672,-4.78613279759756,10.0759222596292,-7.43017241344,1
"152",1.6955202108911,-2.88272117147786,8.80627813807523,-9.07225560915562,1
"153",1.15209759405137,-4.93461721831543,8.00161827042095,-9.8398056561056,1
"154",2.28196932566144,-2.70929110817871,10.5983665161116,-8.15566732920205,1
"155",2.95582811845788,-5.17755455041257,6.74338129886878,-9.78117926783739,1
"156",3.87541972274265,-3.56332330327871,9.99498879871573,-6.95308618115291,1
"157",3.4755121601524,-3.5122301613895,7.34374008151052,-8.60065561834658,1
"158",2.54344970049248,-2.38697378416544,10.0089766767587,-7.95766113711935,1
"159",3.13642236958365,-3.91490187322417,7.21605941649161,-8.77244486262807,1
"160",4.54839129405983,-6.23247874886576,7.27274982472767,-8.81135111371749,1
"161",3.26319082688988,-4.37643555129226,9.65061664829582,-9.1255506303676,1
"162",1.87444138806368,-3.05947269810663,10.1710214370695,-9.41958941016622,1
"163",2.17299203025838,-5.33849915527255,10.9676556532323,-10.84447092024,1
"164",3.21920835208465,-3.20706338850469,9.95013513735218,-8.53838042026545,1
"165",2.39602557087326,-5.13269796329386,8.7809100926608,-8.42738611060517,1
"166",3.37163103353641,-4.04761656481919,8.17173847573843,-8.65038080182583,1
"167",4.25254776894305,-4.03582307464825,7.47483904668163,-9.14015541479154,1
"168",2.0878965927651,-4.87448708520162,9.814151763439,-10.1933724434717,1
"169",2.66514067820645,-6.16165450447046,9.30523857825499,-9.94289037452548,1
"170",0.35928062547794,-2.59702541216878,7.67354134097821,-9.83177560101077,1
"171",1.82623245274761,-4.05690357768916,7.58161431446166,-8.9010921087694,1
"172",3.17242684828699,-4.14474410299337,8.9531551405071,-9.46144408018089,1
"173",1.99579658088107,-5.98370523708638,8.56732055510879,-8.99266841958333,1
"174",2.09713425574564,-4.06169426025161,11.1232492780138,-8.5558768387429,1
"175",3.95094244550848,-2.28046621969241,8.89472644806743,-8.46382740529831,1
"176",3.00824151002838,-3.2475782775318,11.5621205819473,-9.61145471194019,1
"177",2.38196548521236,-2.93863264399278,8.83057604003593,-9.87403544016849,1
"178",2.78146894005222,-3.88874111864883,8.46107247016985,-8.69424323117737,1
"179",3.22255532165293,-3.59179373705728,9.64760558254855,-8.25538039374664,1
"180",2.22969687075953,-2.68720213715968,8.52718617446373,-8.07250070968496,1
"181",1.88737529221237,-4.62673243407369,9.64340526851676,-8.90013086751635,1
"182",3.26558005373803,-4.49440631896305,7.40693621675538,-9.68827071663558,1
"183",3.20965634920445,-4.4436819235735,8.90734628498483,-8.75864305368045,1
"184",2.25298773094564,-1.99930638631933,9.01220129392116,-9.82000850004001,1
"185",2.51126514903816,-3.51498931777977,9.62792615409878,-9.01657781066964,1
"186",1.35639086560895,-3.39055662047109,8.74274190708897,-11.2765510216118,1
"187",4.33860482891312,-4.44682243255682,9.22031752423618,-8.32216314841365,1
"188",2.27052137564714,-3.48931835777164,7.11310968381322,-9.36441858187182,1
"189",4.54672947149959,-3.32271366294297,8.69073142334466,-10.8609609421429,1
"190",3.24020289770282,-4.57743364345918,9.12901432889509,-8.41736461214925,1
"191",2.84473313862628,-4.53638479963444,7.28122108367734,-8.79698740784747,1
"192",3.55395795307439,-4.76683750370949,9.58062281497987,-8.05857147789057,1
"193",4.72850276627835,-3.51928377877492,10.8283967943616,-11.2649056772633,1
"194",3.17317376907825,-5.32861100044808,8.71168301494351,-9.79466267156986,1
"195",2.62668055191267,-3.64505689110512,7.62604152488069,-8.73611938311529,1
"196",1.77448272609958,-2.85516434793472,8.73129117517707,-10.6717187482917,1
"197",2.93049738279763,-4.74745725802279,9.92958935714152,-9.56194469612406,1
"198",3.66449209882688,-2.87703444131319,9.56709889336089,-8.57959023614462,1
"199",4.97353076434318,-3.27795963317594,7.26862762084131,-7.9518413149509,1
"200",4.47896463582307,-3.73847591851194,9.50954082742034,-8.6608195528588,1
"203",3.5927519689454,-5.13865555382321,9.05700347454286,-8.14131712411442,1
"204",3.62364869841494,-5.41990565502158,9.57387497538605,-9.67293417574113,1
"205",4.19475322650537,-4.75550098609994,9.25066015973193,-8.88548576059859,1
"206",2.62458973699247,-2.85225739347855,7.97146145256129,-9.34628154754663,1
"207",3.26218790750862,-2.62085402611378,7.79472499250155,-8.55899091981136,1
"208",1.64302024951395,-3.5162602385108,8.89666505067028,-9.64995949094351,1
"209",1.90343226571612,-4.84210250669067,9.29024676431587,-8.37113380367903,1
"210",3.55251493175696,-3.43184485401096,8.83551441142072,-7.3474823083403,1
"211",3.055497724142,-4.59948302884691,7.54308208056622,-9.17841056167488,1
"212",3.85198647385191,-3.65836381202999,9.99611830937968,-8.64289070617346,1
"213",5.02494653717816,-3.84750776543307,8.37753909290865,-8.385614054929,1
"214",1.99095209317187,-4.25245234967753,10.9724053898991,-10.6407065123935,1
"215",1.83429114280004,-3.66389413393932,8.65615222021855,-8.72797173041479,1
"216",2.39630124041976,-3.05433512618942,9.39349238185233,-9.1425741939825,1
"217",2.59627620614418,-3.81032841230213,10.0161697816634,-9.4745117098967,1
"218",2.51089653837088,-3.84197449428572,9.86582646616441,-8.3295276364528,1
"219",2.95027600177158,-3.78672033406571,8.7515012972978,-7.80332779653221,1
"220",3.54894474211758,-2.48260570138587,7.65514258181852,-9.47493363476907,1
"221",0.556387263706247,-3.13576526688163,8.08708725723173,-10.2405936356077,1
"222",4.79343753053435,-3.98420100665465,6.3894323354801,-9.61437923286607,1
"223",3.73446755420168,-4.62585520452478,8.3624740339445,-9.03593140035818,1
"224",3.85681435523652,-4.01609855892597,10.1743307003207,-9.50253090731505,1
"225",3.32809943774961,-5.58080823465711,9.75618275614837,-9.19123805584234,1
"226",4.59111576182972,-4.69267467152525,10.4997375198006,-6.93281937399308,1
"227",4.09439054729495,-3.47037856788562,8.37139254685085,-8.08823674914667,1
"228",4.18000756317536,-6.25643930435987,9.1825500758218,-9.06582458453545,1
"229",3.67624955482883,-5.21802636580098,9.65887253464555,-9.39288924123428,1
"230",3.28578168312578,-5.24666655137036,9.53192139479209,-10.3905242039157,1
"231",2.37735954141494,-3.76025161953889,8.50066859861004,-9.95394397411108,1
"232",1.90551002175984,-4.95055098725074,8.03672859599114,-8.87731642947678,1
"233",4.4022249523387,-4.2543260945296,9.82369742606599,-7.03328735247783,1
"234",3.16846864548033,-3.38155979305482,8.9779081229772,-8.89659984439155,1
"235",4.49098867481113,-4.41605004937212,7.77520081494113,-9.07640430651097,1
"236",4.41869882980456,-2.38375745383666,7.89042131184281,-11.4391324269711,1
"237",2.37595313476173,-5.19561669793494,7.95843729396845,-10.1669459639347,1
"238",1.93219095318657,-4.70264505901094,7.3811232614348,-8.00425183590247,1
"239",3.37782865496055,-3.34366212546765,7.22484073028892,-9.62677057360344,1
"240",2.85512418586585,-3.9624852436092,8.78330328422423,-8.71189403075929,1
"241",2.4681142550695,-4.3851388169624,8.19371159489684,-9.01473931663944,1
